date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:55:41	33302/33302	---M-Z	200	added ('OK')	text/css	etag:%228216-659a8087-9acd1ae22b72d72e;gz%22	https://wincroreclub.com/css/responsive.css	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/css/responsive.css	(from https://wincroreclub.com/)
11:55:41	45447/45447	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202024%2006:25:41%20GMT	https://wincroreclub.com/index.php	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/index-2.html	(from https://wincroreclub.com/)
11:55:42	14558/14558	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202024%2006:25:42%20GMT	https://wincroreclub.com/plan.php	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/plan.html	(from https://wincroreclub.com/)
11:55:42	16892/16892	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202024%2006:25:42%20GMT	https://wincroreclub.com/reg.php	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/reg.html	(from https://wincroreclub.com/)
11:55:42	16057/16057	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202024%2006:25:42%20GMT	https://wincroreclub.com/login.php	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/login.html	(from https://wincroreclub.com/)
11:55:43	18527/18527	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202024%2006:25:42%20GMT	https://wincroreclub.com/contact_us.php	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/contact_us.html	(from https://wincroreclub.com/)
11:55:44	51570/51570	---M--	200	added ('OK')	image/jpeg	etag:%22628d3082-e13b%22	https://www.success.com/wp-content/uploads/2017/07/waystohelpyourselfandothersbesuccessful-1-1024x682.jpg	C:/My%20Web%20Sites/ddddddddddddddd/www.success.com/wp-content/uploads/2017/07/waystohelpyourselfandothersbesuccessful-1-1024x682.jpg	(from https://wincroreclub.com/)
11:55:44	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/single-causes.html	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/single-causes.html	(from https://wincroreclub.com/)
11:55:44	26961/26961	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jan%202024%2006:25:44%20GMT	https://wincroreclub.com/img/about.png	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/img/about.png	(from https://wincroreclub.com/)
11:55:45	138838/138838	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jan%202024%2006:25:44%20GMT	https://wincroreclub.com/img/1.jpg	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/img/1.jpg	(from https://wincroreclub.com/)
11:55:45	86187/86187	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jan%202024%2006:25:45%20GMT	https://wincroreclub.com/img/3.jpg	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/img/3.jpg	(from https://wincroreclub.com/)
11:55:46	34409/34409	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jan%202024%2006:25:46%20GMT	https://wincroreclub.com/img/project/project1.jpg	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/img/project/project1.jpg	(from https://wincroreclub.com/)
11:55:46	28966/28966	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jan%202024%2006:25:46%20GMT	https://wincroreclub.com/img/project/project2.jpg	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/img/project/project2.jpg	(from https://wincroreclub.com/)
11:55:46	34336/34336	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jan%202024%2006:25:46%20GMT	https://wincroreclub.com/img/project/project3.jpg	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/img/project/project3.jpg	(from https://wincroreclub.com/)
11:55:46	187912/187912	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jan%202024%2006:25:45%20GMT	https://wincroreclub.com/img/2.png	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/img/2.png	(from https://wincroreclub.com/)
11:55:47	31289/31289	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jan%202024%2006:25:47%20GMT	https://wincroreclub.com/img/project/project4.jpg	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/img/project/project4.jpg	(from https://wincroreclub.com/)
11:55:47	28802/28802	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jan%202024%2006:25:47%20GMT	https://wincroreclub.com/img/project/project5.jpg	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/img/project/project5.jpg	(from https://wincroreclub.com/)
11:55:47	17715/17715	---M-Z	200	added ('OK')	application/x-javascript	etag:%224533-659a8087-77407cc01625cc41;gz%22	https://wincroreclub.com/js/vendor/modernizr-3.6.0.min.js	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/js/vendor/modernizr-3.6.0.min.js	(from https://wincroreclub.com/)
11:55:48	154196/154196	---M-Z	200	added ('OK')	application/x-javascript	etag:%2225a54-659a8087-237a933f05f484fd;gz%22	https://wincroreclub.com/js/vendor/jquery-3.6.0.min.js	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/js/vendor/jquery-3.6.0.min.js	(from https://wincroreclub.com/)
11:55:48	16049/16049	---M-Z	200	added ('OK')	application/x-javascript	etag:%223eb1-659a8087-9b908bd7a29c9bb7;gz%22	https://wincroreclub.com/js/vendor/jquery-migrate-3.3.2.min.js	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/js/vendor/jquery-migrate-3.3.2.min.js	(from https://wincroreclub.com/)
11:55:48	34557/34557	---M-Z	200	added ('OK')	application/x-javascript	etag:%2286fd-659a8087-523d3130a315cc09;gz%22	https://wincroreclub.com/js/popper.min.js	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/js/popper.min.js	(from https://wincroreclub.com/)
11:55:48	91623/91623	---M-Z	200	added ('OK')	application/x-javascript	etag:%22165e7-659a8087-4d5fd9f5890cb84a;gz%22	https://wincroreclub.com/js/bootstrap.min.js	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/js/bootstrap.min.js	(from https://wincroreclub.com/)
11:55:49	1701/1701	---M-Z	200	added ('OK')	application/x-javascript	etag:%226a5-659a8087-51f04b2f90af6b6c;gz%22	https://wincroreclub.com/js/ajax.mail.js	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/js/ajax.mail.js	(from https://wincroreclub.com/)
11:55:49	12154/12154	---M-Z	200	added ('OK')	application/x-javascript	etag:%222f7a-659a8087-a1aa03fbfe645152;gz%22	https://wincroreclub.com/js/main.js	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/js/main.js	(from https://wincroreclub.com/)
11:55:49	346322/346322	---M-Z	200	added ('OK')	application/x-javascript	etag:%22548d2-659a8087-bd9510cc9875c6bb;gz%22	https://wincroreclub.com/js/plugins.js	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/js/plugins.js	(from https://wincroreclub.com/)
11:55:49	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/dorid/DroidSerif-Bold-webfont.eot	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/dorid/DroidSerif-Bold-webfont.eot	(from https://wincroreclub.com/css/droid.css)
11:55:49	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/fonts/fonts/dorid/DroidSerif-Bold-webfont.eot?	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/fonts/fonts/dorid/DroidSerif-Bold-webfontd41d.eot	(from https://wincroreclub.com/css/droid.css)
11:55:50	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/fonts/dorid/DroidSerif-Bold-webfont.woff	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/fonts/dorid/DroidSerif-Bold-webfont.woff	(from https://wincroreclub.com/css/droid.css)
11:55:50	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/dorid/DroidSerif-Bold-webfont.ttf	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/dorid/DroidSerif-Bold-webfont.ttf	(from https://wincroreclub.com/css/droid.css)
11:55:51	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/dorid/DroidSerif-Bold-webfont.svg	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/dorid/DroidSerif-Bold-webfont.svg	(from https://wincroreclub.com/css/droid.css)
11:55:51	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/dorid/DroidSerif-BoldItalic-webfont.eot	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/dorid/DroidSerif-BoldItalic-webfont.eot	(from https://wincroreclub.com/css/droid.css)
11:55:51	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/dorid/DroidSerif-BoldItalic-webfont.eot?	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/dorid/DroidSerif-BoldItalic-webfontd41d.eot	(from https://wincroreclub.com/css/droid.css)
11:55:51	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/dorid/DroidSerif-BoldItalic-webfont.woff	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/dorid/DroidSerif-BoldItalic-webfont.woff	(from https://wincroreclub.com/css/droid.css)
11:55:52	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/dorid/DroidSerif-BoldItalic-webfont.ttf	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/dorid/DroidSerif-BoldItalic-webfont.ttf	(from https://wincroreclub.com/css/droid.css)
11:55:52	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/dorid/DroidSerif-BoldItalic-webfont.svg	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/dorid/DroidSerif-BoldItalic-webfont.svg	(from https://wincroreclub.com/css/droid.css)
11:55:52	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/dorid/DroidSerif-Italic-webfont.eot	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/dorid/DroidSerif-Italic-webfont.eot	(from https://wincroreclub.com/css/droid.css)
11:55:53	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/dorid/DroidSerif-Italic-webfont.eot?	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/dorid/DroidSerif-Italic-webfontd41d.eot	(from https://wincroreclub.com/css/droid.css)
11:55:53	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/dorid/DroidSerif-Italic-webfont.woff	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/dorid/DroidSerif-Italic-webfont.woff	(from https://wincroreclub.com/css/droid.css)
11:55:53	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/dorid/DroidSerif-Italic-webfont.ttf	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/dorid/DroidSerif-Italic-webfont.ttf	(from https://wincroreclub.com/css/droid.css)
11:55:53	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/dorid/DroidSerif-Italic-webfont.svg	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/dorid/DroidSerif-Italic-webfont.svg	(from https://wincroreclub.com/css/droid.css)
11:55:54	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/dorid/DroidSerif-Regular-webfont.eot	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/dorid/DroidSerif-Regular-webfont.eot	(from https://wincroreclub.com/css/droid.css)
11:55:54	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/dorid/DroidSerif-Regular-webfont.eot?	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/dorid/DroidSerif-Regular-webfontd41d.eot	(from https://wincroreclub.com/css/droid.css)
11:55:54	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/dorid/DroidSerif-Regular-webfont.woff	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/dorid/DroidSerif-Regular-webfont.woff	(from https://wincroreclub.com/css/droid.css)
11:55:55	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/dorid/DroidSerif-Regular-webfont.ttf	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/dorid/DroidSerif-Regular-webfont.ttf	(from https://wincroreclub.com/css/droid.css)
11:55:55	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/dorid/DroidSerif-Regular-webfont.svg	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/dorid/DroidSerif-Regular-webfont.svg	(from https://wincroreclub.com/css/droid.css)
11:55:55	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/Material-Design-Iconic-Font.woff2?v=2.2.0	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/Material-Design-Iconic-Fontd1f1.woff2	(from https://wincroreclub.com/css/material-design-iconic-font.min.css)
11:55:55	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/Material-Design-Iconic-Font.woff?v=2.2.0	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/Material-Design-Iconic-Fontd1f1.woff	(from https://wincroreclub.com/css/material-design-iconic-font.min.css)
11:55:56	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/Material-Design-Iconic-Font.ttf?v=2.2.0	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/Material-Design-Iconic-Fontd1f1.ttf	(from https://wincroreclub.com/css/material-design-iconic-font.min.css)
11:55:56	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/fontawesome-webfont.eot?v=4.7.0	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/fontawesome-webfont3e6e.eot	(from https://wincroreclub.com/css/font-awesome.min.css)
11:55:56	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/fontawesome-webfontd41d.eot	(from https://wincroreclub.com/css/font-awesome.min.css)
11:55:57	84/84	---M--	200	added ('OK')	font/woff2	etag:%2254-659a8087-929ff7eb65b9f0d4;;;%22	https://wincroreclub.com/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/fontawesome-webfont3e6e.woff2	(from https://wincroreclub.com/css/font-awesome.min.css)
11:55:57	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/fontawesome-webfont.woff?v=4.7.0	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/fontawesome-webfont3e6e.woff	(from https://wincroreclub.com/css/font-awesome.min.css)
11:55:57	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/fontawesome-webfont3e6e.ttf	(from https://wincroreclub.com/css/font-awesome.min.css)
11:55:57	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/fonts/fontawesome-webfont.svg?v=4.7.0	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/fonts/fontawesome-webfont3e6e.svg	(from https://wincroreclub.com/css/font-awesome.min.css)
11:55:58	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22999-6468f07e-4f71c1f78cda2a7;;;%22	https://wincroreclub.com/css/owl.video.play.png	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/css/owl.video.play.png	(from https://wincroreclub.com/css/plugins.css)
11:55:58	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22999-6468f07e-4f71c1f78cda2a7;;;%22	https://wincroreclub.com/img/logo.png	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/img/logo.png	(from https://wincroreclub.com/style.css)
11:55:59	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22999-6468f07e-4f71c1f78cda2a7;;;%22	https://wincroreclub.com/img/icon/checkbox-check.png	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/img/icon/checkbox-check.png	(from https://wincroreclub.com/style.css)
11:55:59	90880/90880	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jan%202024%2006:25:59%20GMT	https://wincroreclub.com/img/bg/bg1.jpg	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/img/bg/bg1.jpg	(from https://wincroreclub.com/style.css)
11:55:59	28446/28446	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jan%202024%2006:25:59%20GMT	https://wincroreclub.com/img/bg/bg2.jpg	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/img/bg/bg2.jpg	(from https://wincroreclub.com/style.css)
11:55:59	506/506	---M--	200	added ('OK')	image/png	date:Sat,%2013%20Jan%202024%2006:25:59%20GMT	https://wincroreclub.com/img/icon/blockquote-quote.png	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/img/icon/blockquote-quote.png	(from https://wincroreclub.com/style.css)
11:55:59	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22999-6468f07e-4f71c1f78cda2a7;;;%22	https://wincroreclub.com/img/icon/icon_zoomin.png	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/img/icon/icon_zoomin.png	(from https://wincroreclub.com/style.css)
11:56:00	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-6468f07e-4f71c1f78cda2a7;gz%22	https://wincroreclub.com/close.gif	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/close.gif	(from https://wincroreclub.com/style.css)
11:56:00	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22999-6468f07e-4f71c1f78cda2a7;;;%22	https://wincroreclub.com/assets/1.jpeg	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/assets/1.jpeg	(from https://wincroreclub.com/plan.php)
11:56:00	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22999-6468f07e-4f71c1f78cda2a7;;;%22	https://wincroreclub.com/assets/11.jpeg	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/assets/11.jpeg	(from https://wincroreclub.com/plan.php)
11:56:01	89501/89501	---M--	200	added ('OK')	text/javascript	date:Wed,%2010%20Mar%202021%2014:28:09%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/3.6.0/jquery.min.js	C:/My%20Web%20Sites/ddddddddddddddd/ajax.googleapis.com/ajax/libs/jquery/3.6.0/jquery.min.js	(from https://wincroreclub.com/reg.php)
11:56:01	15093/15093	---M-Z	200	added ('OK')	text/html	date:Sat,%2013%20Jan%202024%2006:26:01%20GMT	https://wincroreclub.com/forget_password.php	C:/My%20Web%20Sites/ddddddddddddddd/wincroreclub.com/forget_password.html	(from https://wincroreclub.com/reg.php)
